,attack-delta,attack-time,bandwidth-mean,bandwidth-var,cqt-mean,cqt-var,flatness-mean,flatness-var,flux-mean,flux-var,label,mfcc-kurt-1,mfcc-kurt-10,mfcc-kurt-11,mfcc-kurt-12,mfcc-kurt-13,mfcc-kurt-2,mfcc-kurt-3,mfcc-kurt-4,mfcc-kurt-5,mfcc-kurt-6,mfcc-kurt-7,mfcc-kurt-8,mfcc-kurt-9,mfcc-skew-1,mfcc-skew-10,mfcc-skew-11,mfcc-skew-12,mfcc-skew-13,mfcc-skew-2,mfcc-skew-3,mfcc-skew-4,mfcc-skew-5,mfcc-skew-6,mfcc-skew-7,mfcc-skew-8,mfcc-skew-9,mfcc-std_dev-1,mfcc-std_dev-10,mfcc-std_dev-11,mfcc-std_dev-12,mfcc-std_dev-13,mfcc-std_dev-2,mfcc-std_dev-3,mfcc-std_dev-4,mfcc-std_dev-5,mfcc-std_dev-6,mfcc-std_dev-7,mfcc-std_dev-8,mfcc-std_dev-9,mfcc-var-1,mfcc-var-10,mfcc-var-11,mfcc-var-12,mfcc-var-13,mfcc-var-2,mfcc-var-3,mfcc-var-4,mfcc-var-5,mfcc-var-6,mfcc-var-7,mfcc-var-8,mfcc-var-9,rms-mean,rms-var,rolloff-mean,rolloff-var,spectral-centroid-mean,spectral-centroid-var,spectral-entropy,tonal-centroid-mean,tonal-centroid-var,zcr-mean,zcr-var
0,0.78656,0.33575,2921.181283043938,1277746.169389089,0.36553183910535086,0.1366976824268313,0.00037153129233047366,2.304440386069473e-06,0.04924196312772171,0.0028311444048009127,1,-1.5291709926277914,-1.1881526442303685,-1.1642528735318607,-1.1525594162663229,0.48489620544411727,-0.9786036593681287,-1.3466588038456953,1.5960452834499934,-1.5894417794561582,-0.13427288703949758,-1.4095406081970334,-1.3440177205771608,-1.0261411650016117,-0.49785221643429706,0.6264703153446214,0.38566417783099005,0.404204287383276,-0.9945674133017746,-0.8412771382684856,0.6419969503524228,-1.2498374186692633,0.036694510387916206,-0.6485303347312539,0.19341232378963102,0.4089352014942562,0.5961880626991224,154.3558621359165,14.393623405246307,10.096739035070165,15.02518649087764,7.314950539439918,51.52156952938087,43.90114128832247,13.511206251879575,20.30509501345268,7.65269913153131,16.833714908360307,12.174944939843895,10.883030915604623,23825.732175722067,207.1763947320543,101.9441391423096,225.75622908565197,53.508501394452345,2654.4721267708273,1927.3102064172522,182.5526943808297,412.2968835053409,58.56380399774007,283.373957615952,148.22928428823047,118.44036191000599,0.045066661651356886,0.001236020643117092,2878.3809087882823,3656283.025155457,1742.3996178866878,444118.31732113956,2.652094339722471,0.056608489682333875,0.011321226100729258,0.026477067035619174,0.00023717885626113768
1,0.25475,0.01231,2803.1793389135705,1539723.0865916423,0.2754104489993769,0.13100327034025203,0.00022993201855570078,2.8607973945327103e-07,0.06213532060617262,0.00454207409046876,1,-1.0598665870126964,-0.4989691945833079,0.24041617041485752,-0.8471926670254026,-0.24174456981079384,-0.07355976949347864,-1.1378765297977296,1.6776268791700986,-0.6975529269564631,1.3390913535231501,-0.7622706398825208,-0.8734394174037527,-0.8456859605824016,-0.8782646886776946,0.5516869474520205,0.45850351327499234,0.809726883384215,0.06622562864016568,-1.253777374063794,0.8211048770322544,-0.910523120418088,0.607730796350852,-0.5624446510722843,0.7077346940803878,0.24965227747073598,0.7318540941426154,122.90444351172145,11.603537263428898,7.236007936816427,11.883259039350888,6.513893469462429,41.03511204329025,40.496204405739135,8.686725852900707,15.330293982378219,5.7418358283674005,10.441734477129243,10.360738284044677,10.454921202121707,15105.502234925929,134.64207702378297,52.359810861670326,141.21184539631457,42.43080813150528,1683.8804204053845,1639.942571271406,75.45920604345352,235.01791358614182,32.96867867992355,109.0298188908695,107.34489779046903,109.30537734257399,0.0641000695650088,0.0017820169795448738,2965.9195696721313,4615143.215770973,1675.4605635821847,357252.9564231394,2.843702180651311,0.0615504629605903,0.01737320809475083,0.01799196337090164,9.094489258292283e-05
2,0.59535,0.0075,2206.2151275485735,1842213.7018510643,0.22634749271711452,0.11043685973352675,0.0003992206184193492,2.80593553725339e-06,0.01613338512074712,0.000726826834824394,1,-0.5848733324425219,2.122797442241202,2.085603992922753,0.6151322037879856,1.8301130352390835,0.3799208469953044,-0.7864278766376596,0.13971533984462337,0.40477812750221087,1.118587390340938,1.2617823770641383,2.4380784401970033,2.6277630823745257,-1.043860035812641,1.6925194417631584,1.4803100359269348,1.3415400282564953,1.3049914082406793,-1.3823953930514332,0.9333790758518898,1.1577612071710803,1.1028225195845751,1.3792646235574602,1.3982742461823798,1.6583811012058778,1.7085998329179848,79.22699092662013,10.761511581418159,8.542287325000856,10.45588633151421,5.957147329768108,35.690602622440345,31.30151759429399,14.661573636987528,13.345180648270834,10.687590433881637,9.22984022882462,7.632768046549384,9.249590581480554,6276.916091286749,115.81013151699717,72.97067274287028,109.32555897754567,35.4876043085633,1273.8191155529455,979.7850037058962,214.9617415128077,178.09384653498233,114.22458928239828,85.18995064962934,58.25914805242531,85.55492592501376,0.03009884296182522,0.00030391594774136204,2169.6963809946715,4057578.508607851,1429.9589770941752,492996.8527370219,2.9365935290995338,-0.055254905122276494,0.017917574472580362,0.025729733292628773,0.0001349794093629726
3,2.98577,0.00867,2174.262500412627,1782510.3132949963,0.2242510291184534,0.10796226152614867,0.00027327926363795996,6.856585628156608e-07,0.013971065277642854,0.0003815009304407674,1,-0.04875712542520194,1.0427413072105152,1.6561751444158332,0.8459185052796867,1.995603434448677,1.2505372065372429,-0.2041331294147981,1.256734918260383,-0.268482538297246,0.6804605599742075,0.05445399687748731,1.2323681023217405,1.6391285947161647,-1.2443586839352607,1.4667524976280162,1.5357358758023048,1.4945761193343532,1.334842825822776,-1.618143219681751,1.1817827853261604,1.5061921373768772,0.9407473726766825,1.258398586618229,1.010227332854118,1.3352120935058178,1.5218958045347577,75.53393699317594,10.837525045947904,9.0633461399969,11.303224726516099,6.299926143429102,33.88544522854185,28.73542770621122,12.65263801301297,11.284071070230468,9.79048850831879,8.198602644774926,7.080998050561203,8.995241079706018,5705.375637689072,117.45194912154813,82.14424325339672,127.76288921812495,39.689069412661475,1148.2233983365093,825.7248054588913,160.08924868834077,127.33025991801216,95.85366523152227,67.21708532691042,50.140533392051566,80.91436208203069,0.030841121336708164,0.0003094566250331882,2211.742340142096,3877542.447605902,1443.696289702542,427917.7980045847,2.9597780761420394,-0.05552441296315458,0.01802145865170671,0.02371676565275311,0.00013925670797816308
4,1.08712,0.00509,2152.703618985593,1638159.1156291917,0.21148720169158014,0.10691793551863897,0.0002530389465391636,8.793473966761667e-07,0.007317922490111366,0.0003798536953398452,1,-0.19180882088174878,1.8235750889320332,2.0631901996052378,0.2644722993663451,0.48066130173962707,1.3594482023735033,-0.5591428379676291,0.33226468661889585,-0.21748666628231828,1.8489362335705062,0.6624645863476908,1.2328634850753852,1.7946372528308903,-1.1485311751375566,1.5605434246830885,1.495683380557824,0.9064180860772126,0.6953785795599629,-1.586654585674292,1.0464437160394633,1.036735201616417,0.6337743121891436,1.370789865256546,1.1265283783631401,1.356527549411174,1.5966226214897137,64.77497521461146,11.523798287757415,7.787592054620485,9.672986205772688,5.887921510655249,27.697139127546677,28.613383941683907,12.963795754927428,8.570184589049813,7.976835689025504,9.240585784765125,9.066571753700218,11.099751460038084,4195.797414053529,132.79792697692073,60.6465900091881,93.5666621370687,34.667619715636796,767.131515850677,818.7257405942144,168.06000037547443,73.4480638903869,63.62990760971098,85.38842564560332,82.20272336499467,123.20448247461755,0.040511633004376275,0.000536679991334575,2150.844840116279,3150314.2134572053,1356.3657929169829,417191.3795531149,2.961436261421816,0.03042315589688575,0.0215058154581011,0.01982365098110465,4.508696753032705e-05
5,2.43269,0.00883,2476.672327940426,2120830.657264806,0.2538271832399227,0.11637769697677396,0.000409132830100134,1.338405922979291e-06,0.010055881102007344,0.0006197807604229714,1,-1.1334307149611167,-0.116890069426129,1.382827650254563,-0.5070751653027132,0.5407019312242123,0.03728799743417577,-1.3059616560276512,-0.3728233746235694,-0.8175846634900594,-0.172114886212702,-0.5071144178580735,-0.5178719159643443,-0.5601970511692493,-0.7629191883085508,0.9899374987026535,1.2150612590928707,0.8137798504427012,0.8009825382503322,-1.1778594639934497,0.7246026462926363,0.9067854126825113,0.6297072475689905,0.7051538483996471,0.816578504202088,0.8550850975951096,0.9607548110030777,75.70674596417736,13.338245602769776,7.778758899753618,9.032414381534517,5.697191278559853,29.370766006587004,32.93451030341269,12.932258355645498,12.495220914649003,7.663238904745496,8.990468434359736,10.500690241758592,13.315523315471621,5731.5113844844855,177.90879575980728,60.509090020496124,81.58450955975158,32.45798846449845,862.6418958136868,1084.6819689255963,167.24330617716282,156.13054570588187,58.72523051120495,80.82852266921878,110.26449555336413,177.30316116486833,0.036659198616201163,0.0006481393413428482,2537.660968028419,4418656.168583077,1535.4641272510555,536536.3018672782,2.752852794657891,0.025243911443844223,0.019324422905101817,0.020943189387211368,9.661770661549099e-05
6,1.77792,0.00633,2181.522361112516,2026439.1480535748,0.2099114954548002,0.11418969907963587,0.0002701511839404702,9.733822707858053e-07,0.009212748399231103,0.0006131979989536975,1,-0.5008225048157815,1.016667881100049,0.9720616082518343,-0.0866944275575281,-0.04593289325442251,0.41629076946755283,-0.7262963764760042,-0.2628294940465925,1.0229412258103512,1.2894056809170724,0.7254616149637299,0.8299787391185007,0.7501816212308108,-1.0698579397414956,1.4772277273669268,1.2442630582364425,1.0959784616029207,0.6784143963927763,-1.4006962998869228,0.9534788296928038,0.832854487926198,0.6368995629414886,1.2297498157842313,1.326622983790478,1.499446090224026,1.4628420336695986,71.24066196562678,13.148002304101267,8.568239569813572,10.60605598648283,5.4571753550160915,34.577123204811464,26.562392434793487,13.490306595314316,8.096427514500514,7.423130889005447,11.15679693716031,12.822937386706268,15.411011327698189,5075.231917300704,172.8699645886522,73.41472932571908,112.48842358840825,29.780762855395,1195.5774491207114,705.5606918599743,181.98837203558094,65.55213849756096,55.10287219530679,124.47411789702967,164.42772322338936,237.4992701424419,0.05193212227913455,0.0008974965062739435,2502.317384547069,6097262.878264884,1422.8896804571707,647260.3570607872,2.9390842349889166,0.08954751100779203,0.015872822471988506,0.020471386545293072,3.759342941682247e-05
7,2.5661,0.03436,1899.891543021536,1508552.1348792543,0.17518716119973501,0.09790743670279793,0.0002026226429734379,1.6759788650233531e-06,0.006030827873573101,0.00018432216640783838,1,0.09800995402680401,2.6163776476745975,2.2165794279620457,1.5505497914327364,2.8204035834984023,1.6123051413289762,-0.2771727429050759,1.1382902113644686,-0.2066897966148198,1.4204891677289089,1.7487609998839568,2.2171391547295656,1.9147356374517006,-1.2632362301701592,1.7970654088944704,1.462538978449561,1.4345749992232444,1.436169209160556,-1.6846596129032714,1.0857131990989628,1.3708217970069163,0.6286283657073881,1.0519993324062917,1.5603186815027852,1.8111312007212064,1.7792953192377252,66.21169258789529,11.237035507814367,7.351035178267092,9.515756659625835,5.216396883959961,31.796493636269748,24.963757120269715,11.940995718634817,6.372481146335217,6.962116620243795,9.473959108419194,11.394966657760651,13.390886316271336,4383.988235353947,126.2709670038809,54.037718192120295,90.54962480521341,27.210796450987186,1011.0170075613426,623.1891695598168,142.58737875245504,40.60851596039781,48.47106783387488,89.75590118799903,129.84526513147696,179.31583633530292,0.05722271946383326,0.0008321210185132591,2087.1184593023254,4621831.874321319,1261.1770866988488,502331.54871375824,2.9732576457587907,0.08889148028451838,0.016727217860470114,0.021017858224321704,1.9329451223769656e-05
8,1.01325,0.00967,2260.3279756331713,1898605.8770955116,0.2059860452694254,0.11333569613169829,0.00027640705229714513,1.0114599717780948e-06,0.01588667104587608,0.0006097939345007173,1,-0.6191847616844797,0.35368795477140047,-0.6995041350415794,-0.3870753208514728,0.4528561184105402,0.8101445207232887,-1.0521584052717197,0.025455299495594552,-0.2251728298218909,0.402706924716171,0.10840765632751204,0.15556943952465385,-0.21766345133311438,-0.9856139082050928,1.1612917485982113,0.06767067561261382,0.6492048564335641,0.56805613434777,-1.472883810762833,0.7368994396305307,0.8686297414445723,0.7473116803642116,1.1320627767215805,1.203352018556193,1.2770200735491295,1.1671565827261217,68.09298782728044,12.082421232466816,6.915298067333519,6.859206891640056,3.740639813561311,29.331895943770107,27.3877830742545,10.713568308727938,8.016876043339686,8.982338025060802,13.287172494434838,15.537767413904934,17.1407920975598,4636.654991246161,145.98490283876492,47.8213473600667,47.04871918232244,13.9923862148,860.3601196561572,750.0906617224214,114.78054590577959,64.27030149427378,80.68239639645317,176.5489528968657,241.42221620860602,293.8067537317684,0.04896639798633068,0.0008447005681164705,2418.6833925399646,4661023.97251449,1417.3683259283432,556718.3774371442,2.8726902052297665,-0.04430697207361423,0.02243220009025263,0.022725459313943163,6.334979372978996e-05
9,0.89344,0.00846,2338.801696520109,2273414.8236448257,0.22696598387679692,0.11731486679867617,0.0003862182202283293,1.1126979870823561e-06,0.01569464949167442,0.0004838176944044546,1,-0.7382501265196186,0.2618028501712999,-0.21970870883490656,-0.11534019945886298,-0.19438741292076944,0.11881771352306458,-0.9533139343814381,-0.49066201804596243,-0.5013568924668026,0.11826985297962755,-0.2765114589211346,-0.3167282248456931,-0.19419780761857552,-0.944976958453429,1.1779696484394704,0.5494960525800019,0.8591687741540538,0.11445928813008675,-1.2096267717078706,0.6950013819103081,0.3000233893738418,0.5386828225611966,1.084489074719905,1.0261529641166673,0.9675909728850848,1.110998811956504,64.87443726553319,13.286837172105733,7.164522166865573,6.12398541835098,4.169916056604853,30.5400907767205,26.382630006408807,13.84817620805513,9.572854119125191,9.578374675075537,12.94430521554801,14.12062965127695,16.16228022756386,4208.692610519602,176.54004203805067,51.33037787950816,37.50319740417543,17.38819991913097,932.6971446503286,696.0431660550623,191.77198428934415,91.63953598605215,91.74526141612841,167.5550375132634,199.3921817485218,261.21930215430166,0.04477877462563652,0.0007786234544124255,2654.316086065574,5810082.369576024,1465.1264510855933,704978.7869292146,2.8991128414163327,-0.04906989051876348,0.020955893474814795,0.0223448706454918,7.961247115326134e-05
